Players,Clubs,Position,Total,Goals,A,Yellow,Yellow - Red,Red,Start,Sub,CO,Off,Pen S,Pen SV,Pen M,Pen C,OG,More
Junior Stanislas,AFC Bournemouth,Midfielder,21,3,2,1,0,0,17,7,4,9,0,0,0,0,0,More
Connor Wickham,Crystal Palace,Forward,21,5,3,1,0,0,15,6,6,10,1,0,0,0,0,More
Papiss Cisse,Newcastle United,Forward,21,3,0,1,0,0,14,11,7,11,0,0,0,0,0,More
Graham Dorrans,Norwich City,Midfielder,21,0,1,2,0,0,14,19,7,7,0,0,0,0,0,More
Valon Behrami,Watford,Midfielder,21,0,1,3,0,1,14,12,7,6,0,0,0,0,0,More
Victor Moses,West Ham United,Midfielder,21,1,2,0,0,0,13,12,8,11,0,0,0,0,0,More
Glenn Murray,AFC Bournemouth,Forward,21,3,0,2,0,0,8,18,13,7,0,0,1,0,0,More
Lewis Grabban,Norwich City,Forward,21,1,0,2,0,0,7,19,14,5,0,0,0,0,0,More
Ryan Shawcross,Stoke City,Defender,20,0,0,3,1,0,20,0,0,1,0,0,0,0,0,More
Cheick Tiote,Newcastle United,Midfielder,20,0,0,5,0,0,16,9,4,12,0,0,0,0,0,More
Carlos Sanchez,Aston Villa,Midfielder,20,0,0,3,0,0,16,10,4,7,0,0,0,0,0,More
Jeremain Lens,Sunderland,Forward,20,3,3,4,1,0,14,12,6,7,0,0,0,0,0,More
Carl Jenkinson,West Ham United,Defender,20,2,0,3,0,1,13,8,7,2,0,0,0,0,1,More
Bakary Sako,Crystal Palace,Midfielder,20,2,1,1,0,0,11,12,9,8,0,0,0,0,0,More
Maya Yoshida,Southampton,Defender,20,1,0,0,0,0,10,27,10,2,0,0,0,0,0,More
Martin Demichelis,Manchester City,Defender,20,0,0,3,0,0,10,27,10,1,0,0,0,0,0,More
Jordan Mutch,Crystal Palace,Midfielder,20,0,0,0,0,0,7,21,13,4,0,0,0,0,0,More
Vito Mannone,Sunderland,Goalkeeper,19,0,0,2,0,0,19,19,0,0,0,0,1,1,0,More
James Collins,West Ham United,Defender,19,0,0,3,0,1,16,13,3,1,0,0,0,0,0,More
Joel Campbell,Arsenal,Forward,19,3,2,0,0,0,11,19,8,10,0,0,0,0,0,More
Adam Johnson,Sunderland,Midfielder,19,2,5,3,0,0,11,9,8,3,1,0,0,0,0,More
Joe Ledley,Crystal Palace,Midfielder,19,1,0,1,0,0,11,16,8,7,0,0,0,0,0,More
Enner Valencia,West Ham United,Midfielder,19,4,2,1,0,0,10,12,9,7,0,0,0,0,0,More
Joe Allen,Liverpool,Midfielder,19,2,1,0,0,0,8,21,11,5,0,0,0,0,0,More
Ricky Lambert,West Bromwich Albion,Forward,19,1,1,2,0,0,5,28,14,3,1,0,0,0,0,More
Tom Carroll,Tottenham Hotspur,Midfielder,19,1,0,3,0,0,4,28,15,3,0,0,0,0,0,More
Aly Cissokho,Aston Villa,Defender,18,0,0,3,0,1,18,0,0,0,0,0,0,0,0,More
Fraser Forster,Southampton,Goalkeeper,18,0,0,0,0,0,18,0,0,0,0,0,0,0,0,More
James Morrison,West Bromwich Albion,Midfielder,18,3,3,3,0,0,17,2,1,7,0,0,1,0,0,More
Leighton Baines,Everton,Defender,18,2,1,0,0,0,16,7,2,0,1,0,0,0,0,More
Ciaran Clark,Aston Villa,Defender,18,1,0,6,0,0,16,15,2,0,0,0,0,0,0,More
Bastian Schweinsteiger,Manchester United,Midfielder,18,1,0,3,0,0,13,5,5,5,0,0,0,0,0,More
Marouane Fellaini,Manchester United,Midfielder,18,1,0,2,0,0,12,15,6,6,0,0,0,0,0,More
Ashley Young,Manchester United,Midfielder,18,1,1,5,0,0,11,14,7,3,0,0,0,0,0,More
Jamaal Lascelles,Newcastle United,Defender,18,2,0,1,0,1,10,18,8,0,0,0,0,0,0,More
Sebastian Larsson,Sunderland,Midfielder,18,0,1,2,0,0,6,18,12,5,0,0,0,0,0,More
Adlene Guedioura,Watford,Midfielder,18,0,2,2,0,0,3,26,15,2,0,0,0,0,0,More
Siem De Jong,Newcastle United,Midfielder,18,0,1,0,0,0,3,27,15,3,0,0,0,0,0,More
Maarten Stekelenburg,Southampton,Goalkeeper,17,0,0,0,0,0,17,16,0,0,0,0,0,1,0,More
Costel Pantilimon,Sunderland,Goalkeeper,17,0,0,3,0,0,17,19,0,0,0,0,0,4,0,More
Jordan Henderson,Liverpool,Midfielder,17,2,4,1,0,0,15,4,2,5,0,0,0,0,0,More
Asmir Begovic,Chelsea,Goalkeeper,17,0,0,0,0,0,15,23,2,0,0,0,0,0,0,More
Ben Davies,Tottenham Hotspur,Defender,17,0,2,3,0,0,14,19,3,0,0,0,0,0,0,More
Fabian Delph,Manchester City,Midfielder,17,2,0,0,0,0,8,11,9,7,0,0,0,0,0,More
Marco van Ginkel,Stoke City,Midfielder,17,0,0,0,0,0,8,13,9,5,0,0,0,0,0,More
Juan Carlos Paredes,Watford,Midfielder,17,0,0,1,0,0,7,19,10,4,0,0,0,0,0,More
Marcos Rojo,Manchester United,Defender,16,0,1,3,0,0,15,3,1,6,0,0,0,0,0,More
Sebastian Coates,Sunderland,Defender,16,0,1,4,0,0,14,7,2,2,0,0,0,0,1,More
Andros Townsend,Newcastle United,Midfielder,16,4,2,0,0,0,12,9,4,3,0,0,0,0,0,More
Mathieu Flamini,Arsenal,Midfielder,16,0,0,3,0,0,12,8,4,3,0,0,0,0,0,More
Steven Fletcher,Sunderland,Forward,16,4,0,0,0,0,11,10,5,9,0,0,0,0,0,More
Jack Grealish,Aston Villa,Midfielder,16,1,1,1,0,0,9,16,7,5,0,0,0,0,0,More
Dwight Gayle,Crystal Palace,Forward,16,3,0,2,1,0,8,11,8,5,0,0,0,0,0,More
Divock Origi,Liverpool,Forward,16,5,1,0,0,0,7,16,9,5,0,0,0,0,0,More
Eunan O'Kane,AFC Bournemouth,Midfielder,16,0,1,2,0,0,6,26,10,3,0,0,0,0,0,More
Lamine Kone,Sunderland,Defender,15,2,1,0,0,0,15,0,0,1,0,0,0,0,0,More
Santi Cazorla,Arsenal,Midfielder,15,0,3,3,1,0,15,2,0,2,0,0,1,0,0,More
Ben Foster,West Bromwich Albion,Goalkeeper,15,0,0,1,0,0,15,2,0,0,0,0,0,1,0,More
Brendan Galloway,Everton,Defender,15,0,1,2,0,0,14,7,1,4,0,0,0,0,0,More
Jan Kirchhoff,Sunderland,Midfielder,15,0,0,0,0,0,14,1,1,10,0,0,0,0,0,More
Gabriel Agbonlahor,Aston Villa,Forward,15,1,2,0,0,0,13,2,2,7,0,0,0,0,0,More
Benik Afobe,AFC Bournemouth,Forward,15,4,0,0,0,0,12,3,3,10,0,0,0,0,0,More
Marc Muniesa,Stoke City,Defender,15,0,0,2,0,0,12,11,3,1,0,0,0,0,0,More
Cuco Martina,Southampton,Defender,15,1,2,1,0,0,11,19,4,1,0,0,0,0,0,More
Baba Rahman,Chelsea,Defender,15,0,1,1,0,0,11,18,4,3,0,0,0,0,0,More
Mauro Zarate,West Ham United,Forward,15,3,0,1,0,0,9,8,6,8,0,0,0,0,0,More
Mario Suarez,Watford,Midfielder,15,0,0,2,0,0,8,7,7,3,0,0,0,0,0,More
Kieran Gibbs,Arsenal,Defender,15,1,0,0,0,0,3,29,12,2,0,0,0,0,0,More
Gianelli Imbula,Stoke City,Midfielder,14,2,0,4,0,0,14,0,0,0,0,0,0,0,0,More
Wahbi Khazri,Sunderland,Midfielder,14,2,1,3,0,0,13,2,1,7,0,0,0,0,0,More
Vincent Kompany,Manchester City,Defender,14,2,0,5,0,0,13,2,1,1,0,0,0,0,0,More
Matt Targett,Southampton,Defender,14,0,1,1,0,0,13,4,1,5,0,0,0,0,0,More
Gael Clichy,Manchester City,Defender,14,0,1,0,0,0,12,13,2,2,0,0,0,0,0,More
Bryan Oviedo,Everton,Defender,14,0,1,0,0,0,12,9,2,4,0,0,0,0,0,More
Daniel Sturridge,Liverpool,Forward,14,8,1,0,0,0,11,7,3,5,0,0,0,0,0,More
Max Gradel,AFC Bournemouth,Midfielder,14,1,2,1,0,0,11,3,3,11,0,0,0,0,0,More
Kolo Toure,Liverpool,Defender,14,1,0,1,0,0,9,21,5,3,0,0,0,0,0,More
Luis Antonio Valencia,Manchester United,Defender,14,0,3,1,0,0,8,10,6,2,0,0,0,0,0,More
 Kenedy,Chelsea,Midfielder,14,1,0,0,0,0,4,20,10,3,0,0,0,0,0,More
Joel Robles,Everton,Goalkeeper,13,0,0,1,0,0,13,25,0,0,0,0,1,1,0,More
Pablo Zabaleta,Manchester City,Defender,13,0,2,3,0,0,12,13,1,1,0,0,0,0,0,More
Martin Kelly,Crystal Palace,Defender,13,0,0,3,0,0,11,25,2,0,0,0,0,0,0,More
Callum Wilson,AFC Bournemouth,Forward,13,5,0,0,0,0,9,4,4,4,1,0,0,0,0,More
James Chester,West Bromwich Albion,Defender,13,0,0,4,0,0,9,28,4,2,0,0,0,0,0,More
Alex Iwobi,Arsenal,Forward,13,2,2,0,0,0,8,13,5,7,0,0,0,0,0,More
Emmanuel Emenike,West Ham United,Forward,13,0,0,0,0,0,5,9,8,4,0,0,0,0,0,More
Chung-Yong Lee,Crystal Palace,Midfielder,13,1,0,0,0,0,4,21,9,4,0,0,0,0,0,More
Ruben Loftus-Cheek,Chelsea,Midfielder,13,1,0,0,0,0,4,26,9,2,0,0,0,0,0,More
Loic Remy,Chelsea,Forward,13,1,0,0,0,0,3,22,10,3,0,0,0,0,0,More
Florian Thauvin,Newcastle United,Midfielder,13,0,0,1,0,0,3,16,10,3,0,0,0,0,0,More
 Eder,Swansea City,Forward,13,0,0,0,0,0,2,13,11,2,0,0,0,0,0,More
Patrick Bamford,Norwich City,Forward,13,0,0,0,0,0,2,21,11,2,0,0,0,0,0,More
Nikica Jelavic,West Ham United,Forward,13,1,2,1,0,0,1,17,12,0,0,0,0,0,0,More
Nathan Dyer,Leicester City,Midfielder,13,1,1,1,0,0,0,23,13,0,0,0,0,0,0,More
Stephen Ireland,Stoke City,Midfielder,13,0,1,2,0,0,0,24,13,0,0,0,0,0,0,More
Jores Okore,Aston Villa,Defender,12,0,0,1,0,0,12,6,0,0,0,0,0,0,0,More
Tommy Elphick,AFC Bournemouth,Defender,12,1,0,1,0,0,11,6,1,0,0,0,0,0,0,More
Ola Toivonen,Sunderland,Forward,12,0,2,1,0,0,9,15,3,7,0,0,0,0,0,More
Sylvain Distin,AFC Bournemouth,Defender,12,0,0,0,0,0,9,22,3,0,0,0,0,0,0,More
Alex Song,West Ham United,Midfielder,12,0,0,1,0,0,8,11,4,5,0,0,0,0,0,More
 Ramires,Chelsea,Midfielder,12,2,0,1,0,0,7,9,5,4,0,0,0,0,0,More
Emmanuel Adebayor,Crystal Palace,Forward,12,1,1,1,0,0,7,6,5,5,0,0,0,0,0,More
Ritchie de Laet,Leicester City,Defender,12,1,0,1,0,0,7,11,5,3,0,0,0,0,0,More
Muhamed Besic,Everton,Midfielder,12,0,0,1,0,0,7,13,5,4,0,0,0,0,0,More
 Sandro,West Bromwich Albion,Midfielder,12,0,0,0,0,0,5,10,7,3,0,0,0,0,0,More
Samir Nasri,Manchester City,Midfielder,12,2,1,3,0,0,4,8,8,2,0,0,0,0,0,More
Nordin Amrabat,Watford,Forward,12,0,0,3,1,0,4,12,8,2,0,0,0,0,0,More
Jay Rodriguez,Southampton,Forward,12,0,0,1,0,0,3,11,9,3,0,0,0,0,0,More
Callum McManaman,West Bromwich Albion,Midfielder,12,0,1,2,0,0,2,24,10,2,0,0,0,0,0,More
Calum Chambers,Arsenal,Defender,12,0,0,2,0,0,2,27,10,0,0,0,0,0,1,More
Demarai Gray,Leicester City,Midfielder,12,0,1,0,0,0,1,17,11,1,0,0,0,0,0,More
 Juanmi,Southampton,Forward,12,0,0,0,0,0,0,28,12,0,0,0,0,0,0,More
Marcus Rashford,Manchester United,Forward,11,5,2,0,0,0,11,2,0,7,0,0,0,0,0,More
Declan Rudd,Norwich City,Goalkeeper,11,0,0,2,0,0,11,27,0,0,0,0,0,4,0,More
Jose Holebas,Watford,Defender,11,0,0,2,0,0,11,10,0,1,0,0,0,0,0,More
Leroy Fer,Swansea City,Midfielder,11,0,2,2,0,0,9,4,2,4,0,0,0,0,0,More
Philip Bardsley,Stoke City,Defender,11,0,1,1,0,0,9,6,2,1,0,0,0,0,0,More
Mohamed Elneny,Arsenal,Midfielder,11,0,1,3,0,0,9,6,2,4,0,0,0,0,0,More
Kieran Richardson,Aston Villa,Midfielder,11,0,1,4,0,0,8,14,3,3,0,0,0,0,0,More
Danny Welbeck,Arsenal,Forward,11,4,2,0,0,0,7,5,4,7,0,0,0,0,0,More
Dame N'Doye,Sunderland,Forward,11,1,0,2,0,0,5,11,6,1,0,0,0,0,0,More
Peter Crouch,Stoke City,Forward,11,0,1,0,0,0,4,29,7,0,0,0,0,0,0,More
Fraizer Campbell,Crystal Palace,Forward,11,0,0,1,0,0,4,19,7,4,0,0,0,0,0,More
Timm Klose,Norwich City,Defender,10,1,0,3,0,0,10,1,0,2,0,0,0,0,1,More
Mark Bunn,Aston Villa,Goalkeeper,10,0,0,2,0,0,10,28,0,0,0,1,0,1,1,More
Jordan Amavi,Aston Villa,Forward,10,0,2,2,0,0,9,3,1,0,0,0,0,0,0,More
Andre Wisdom,Norwich City,Defender,10,0,0,1,0,0,9,8,1,1,0,0,0,0,0,More
Kevin Wimmer,Tottenham Hotspur,Defender,10,0,0,2,0,0,9,15,1,1,0,0,0,0,0,More
Ivo Pinto,Norwich City,Defender,10,0,0,0,0,0,9,5,1,0,0,0,0,0,0,More
Steven Taylor,Newcastle United,Defender,10,0,0,1,0,0,9,8,1,1,0,0,0,0,1,More
Alberto Paloschi,Swansea City,Forward,10,2,0,2,0,0,7,5,3,5,0,0,0,0,0,More
Cameron Borthwick-Jackson,Manchester United,Defender,10,0,2,0,0,0,6,10,4,1,0,0,0,0,0,More
Phil Jones,Manchester United,Defender,10,0,0,0,0,0,6,7,4,2,0,0,0,0,0,More
Bertrand Traore,Chelsea,Midfielder,10,2,1,0,0,0,4,19,6,4,0,0,0,0,0,More
Danny Graham,Sunderland,Forward,10,0,1,0,0,0,4,12,6,4,0,0,0,0,0,More
Rolando Aarons,Newcastle United,Midfielder,10,1,1,1,0,0,3,13,7,1,0,0,0,0,0,More
Vadis Odjidja-Ofoe,Norwich City,Midfielder,10,0,2,2,0,0,3,12,7,3,0,0,0,0,0,More
Victor Anichebe,West Bromwich Albion,Forward,10,0,0,0,0,0,3,27,7,2,0,0,0,0,0,More
Radamel Falcao,Chelsea,Forward,10,1,0,1,0,0,1,13,9,0,0,0,0,0,0,More
Marouane Chamakh,Crystal Palace,Forward,10,0,0,1,0,0,1,15,9,1,0,0,0,0,0,More
Adama Traore,Aston Villa,Forward,10,0,1,1,0,0,0,14,10,1,0,0,0,0,0,More
Karl Darlow,Newcastle United,Goalkeeper,9,0,0,0,0,0,9,21,0,0,0,1,0,0,0,More
Leon Osman,Everton,Midfielder,9,0,0,0,0,0,2,32,7,1,0,0,0,0,0,More
Steven Berghuis,Watford,Midfielder,9,0,2,2,0,0,0,16,9,0,0,0,0,0,0,More
Mikel Arteta,Arsenal,Midfielder,9,0,0,1,0,0,0,13,9,1,0,0,0,0,1,More
Steven Whittaker,Norwich City,Defender,8,1,0,2,1,0,8,11,0,0,0,0,0,0,0,More
Tim Krul,Newcastle United,Goalkeeper,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,More
Sheyi Ojo,Liverpool,Midfielder,8,0,3,0,0,0,5,3,3,3,0,0,0,0,0,More
Jordi Amat,Swansea City,Defender,8,0,0,0,0,0,5,17,3,1,0,0,0,0,0,More
Paddy McNair,Manchester United,Defender,8,0,0,0,0,0,3,20,5,2,0,0,0,0,0,More
Timothy Fosu-Mensah,Manchester United,Defender,8,0,1,1,0,0,2,8,6,1,0,0,0,0,0,More
Yoan Gouffran,Newcastle United,Forward,8,0,0,0,0,0,2,16,6,2,0,0,0,0,0,More
Clinton Mua Njie,Tottenham Hotspur,Midfielder,8,0,1,0,0,0,0,10,8,0,0,0,0,0,0,More
Joshua Onomah,Tottenham Hotspur,Midfielder,8,0,0,0,0,0,0,15,8,0,0,0,0,0,0,More
Alex McCarthy,Crystal Palace,Goalkeeper,7,0,0,0,0,0,7,13,0,0,0,0,0,1,0,More
Brede Hangeland,Crystal Palace,Defender,7,0,0,2,0,0,7,6,0,0,0,0,0,0,0,More
Kevin Stewart,Liverpool,Midfielder,7,0,0,1,0,0,6,2,1,0,0,0,0,0,0,More
Massadio Haidara,Newcastle United,Defender,7,0,0,1,0,0,6,3,1,1,0,0,0,0,0,More
Youssuf Mulumbu,Norwich City,Midfielder,7,0,0,1,0,0,5,17,2,4,0,0,0,0,0,More
Reece Oxford,West Ham United,Midfielder,7,0,0,0,0,0,3,19,4,3,0,0,0,0,0,More
Charlie Austin,Southampton,Forward,7,1,0,0,0,0,2,8,5,2,0,0,0,0,0,More
Darron Gibson,Everton,Midfielder,7,0,0,3,0,0,2,15,5,1,0,0,0,0,0,More
Yann Kermorgant,AFC Bournemouth,Forward,7,0,0,0,0,0,0,17,7,0,0,0,0,0,0,More
Wes Brown,Sunderland,Defender,6,0,0,1,0,0,6,9,0,0,0,0,0,0,0,More
Darren Randolph,West Ham United,Goalkeeper,6,0,0,0,0,0,6,30,0,0,0,0,0,1,0,More
Adam Federici,AFC Bournemouth,Goalkeeper,6,0,0,0,0,0,6,31,0,1,0,0,0,1,0,More
Kieran Trippier,Tottenham Hotspur,Defender,6,1,1,1,0,0,5,29,1,0,0,0,0,0,0,More
Jordi Gomez,Sunderland,Midfielder,6,0,0,0,0,0,5,6,1,4,0,0,0,0,0,More
Danny Ings,Liverpool,Forward,6,2,0,1,0,0,3,6,3,2,0,0,0,0,0,More
Lee Tomlin,AFC Bournemouth,Forward,6,0,0,1,0,0,3,7,3,2,0,0,0,0,0,More
Steven Caulker,Southampton,Defender,6,0,0,0,0,0,1,16,5,0,0,0,0,0,0,More
Jon Flanagan,Liverpool,Defender,5,0,1,1,0,0,5,5,0,1,0,0,0,0,0,More
Joseph Gomez,Liverpool,Defender,5,0,1,3,0,0,5,3,0,1,0,0,0,0,0,More
Luke Shaw,Manchester United,Defender,5,0,1,1,0,0,5,0,0,0,0,0,0,0,0,More
Jakob Haugaard,Stoke City,Goalkeeper,5,0,0,0,0,0,4,25,1,0,0,0,0,1,0,More
Jonathan Leko,West Bromwich Albion,Forward,5,0,1,0,0,0,3,5,2,2,0,0,0,0,0,More
Gabriel Obertan,Newcastle United,Forward,5,0,1,1,0,0,3,6,2,2,0,0,0,0,0,More
Tyias Browning,Everton,Defender,5,0,0,1,0,0,3,5,2,1,0,0,0,0,0,More
Kyle Bartley,Swansea City,Defender,5,0,0,2,0,0,3,14,2,0,0,0,0,0,0,More
Gokhan Inler,Leicester City,Midfielder,5,0,0,0,0,0,3,22,2,3,0,0,0,0,0,More
Adnan Januzaj,Manchester United,Midfielder,5,1,0,1,0,0,2,5,3,2,0,0,0,0,0,More
Oumar Niasse,Everton,Forward,5,0,0,0,0,0,2,9,3,2,0,0,0,0,0,More
Nabil Bentaleb,Tottenham Hotspur,Midfielder,5,0,0,1,0,0,2,9,3,1,0,0,0,0,0,More
Daniel Amartey,Leicester City,Midfielder,5,0,0,0,0,0,1,11,4,1,0,0,0,0,0,More
Peter Odemwingie,Stoke City,Forward,5,0,0,0,0,0,0,8,5,0,0,0,0,0,0,More
Stephen Kingsley,Swansea City,Defender,4,0,1,0,0,0,4,1,0,1,0,0,0,0,1,More
Sergio Romero,Manchester United,Goalkeeper,4,0,0,0,0,0,4,33,0,0,0,0,0,0,0,More
Matthew Pennington,Everton,Defender,4,0,0,1,0,0,4,1,0,1,0,0,0,0,0,More
David Ospina,Arsenal,Goalkeeper,4,0,0,0,0,0,4,30,0,0,0,0,0,0,0,More
Kevin Toner,Aston Villa,Defender,4,0,1,0,0,0,3,2,1,0,0,0,0,0,0,More
Brad Smith,Liverpool,Defender,4,0,0,2,1,0,3,10,1,0,0,0,0,0,0,More
Marcin Wasilewski,Leicester City,Defender,4,0,0,2,0,0,3,20,1,0,0,0,0,0,0,More
Libor Kozak,Aston Villa,Forward,4,0,0,0,0,0,3,3,1,1,0,0,0,0,0,More
Guillermo Varela,Manchester United,Defender,4,0,0,1,0,0,3,9,1,0,0,0,0,0,0,More
Willy Caballero,Manchester City,Goalkeeper,4,0,0,0,0,0,3,35,1,0,0,0,0,0,0,More
Henri Saivet,Newcastle United,Forward,4,0,0,0,0,0,2,8,2,2,0,0,0,0,0,More
Sam Byram,West Ham United,Defender,4,0,0,3,0,0,2,6,2,0,0,0,0,0,0,More
Jordan Lyden,Aston Villa,Midfielder,4,0,0,0,0,0,2,16,2,2,0,0,0,0,0,More
Marc Wilson,Stoke City,Defender,4,0,0,0,0,0,1,17,3,0,0,0,0,0,0,More
Bradley Johnson,Norwich City,Midfielder,4,0,0,0,0,0,1,3,3,0,0,0,0,0,0,More
Andreas Pereira,Manchester United,Midfielder,4,0,0,2,0,0,0,21,4,0,0,0,0,0,0,More
Steven Pienaar,Everton,Midfielder,4,0,0,0,0,0,0,9,4,0,0,0,0,0,0,More
Yohan Benalouane,Leicester City,Defender,4,0,0,1,0,0,0,11,4,0,0,0,0,0,0,More
Victor Ibarbo,Watford,Midfielder,4,0,0,0,0,0,0,10,4,0,0,0,0,0,0,More
Adrian Mariappa,Crystal Palace,Defender,3,0,0,0,0,0,3,13,0,1,0,0,0,0,0,More
Shay Given,Stoke City,Goalkeeper,3,0,0,1,0,0,3,11,0,1,0,0,0,1,0,More
Miguel Layun,Watford,Defender,3,1,0,0,0,0,2,2,1,2,0,0,0,0,0,More
Connor Randall,Liverpool,Defender,3,0,0,0,0,0,2,12,1,1,0,0,0,0,0,More
Kevin Mbabu,Newcastle United,Defender,3,0,0,0,0,0,2,9,1,1,0,0,0,0,0,More
Emmanuel Riviere,Newcastle United,Forward,3,0,0,0,0,0,1,7,2,1,0,0,0,0,0,More
Jack Wilshere,Arsenal,Midfielder,3,0,0,0,0,0,1,3,2,1,0,0,0,0,0,More
Cameron Brannagan,Liverpool,Midfielder,3,0,0,0,0,0,1,4,2,0,0,0,0,0,0,More
Modibo Maiga,West Ham United,Midfielder,3,1,0,0,0,0,0,3,3,0,0,0,0,0,0,More
Gaston Ramirez,Southampton,Midfielder,3,0,1,0,0,0,0,6,3,0,0,0,0,0,0,More
Shaun MacDonald,AFC Bournemouth,Midfielder,3,0,0,0,0,0,0,14,3,0,0,0,0,0,0,More
Alessandro Diamanti,Watford,Forward,3,0,0,0,0,0,0,16,3,0,0,0,0,0,0,More
Seydou Doumbia,Newcastle United,Forward,3,0,0,0,0,0,0,6,3,0,0,0,0,0,0,More
Alex Pritchard,Tottenham Hotspur,Forward,3,0,0,0,0,0,0,9,3,0,0,0,0,0,0,More
Tokelo Rantie,AFC Bournemouth,Forward,3,0,0,0,0,0,0,8,3,0,0,0,0,0,0,More
Jordan Pickford,Sunderland,Goalkeeper,2,0,0,0,0,0,2,16,0,0,0,0,0,2,0,More
Paulo Gazzaniga,Southampton,Goalkeeper,2,0,0,0,0,0,2,6,0,0,0,0,0,0,0,More
Mathieu Debuchy,Arsenal,Defender,2,0,0,0,0,0,2,15,0,2,0,0,0,0,0,More
Julian Speroni,Crystal Palace,Goalkeeper,2,0,0,0,0,0,2,19,0,0,0,0,0,1,0,More
Matt Miazga,Chelsea,Defender,2,0,0,1,0,0,2,3,0,1,0,0,0,0,0,More
Adam Bogdan,Liverpool,Goalkeeper,2,0,0,0,0,0,2,21,0,0,0,0,0,0,0,More
Danny Ward,Liverpool,Goalkeeper,2,0,0,0,0,0,2,13,0,0,0,0,0,0,0,More
Alexandre Pato,Chelsea,Forward,2,1,0,0,0,0,1,9,1,1,1,0,0,0,0,More
Tom Davies,Everton,Midfielder,2,0,0,0,0,0,1,1,1,0,0,0,0,0,0,More
Marvin Emnes,Swansea City,Forward,2,0,0,0,0,0,1,10,1,1,0,0,0,0,0,More
Kevin Nolan,West Ham United,Midfielder,2,0,0,0,0,0,1,2,1,1,0,0,0,0,0,More
Kieran Dowell,Everton,Midfielder,2,0,0,0,0,0,1,2,1,1,0,0,0,0,0,More
Juan Iturbe,AFC Bournemouth,Forward,2,0,0,0,0,0,0,11,2,0,0,0,0,0,0,More
Obbi Oulare,Watford,Forward,2,0,0,0,0,0,0,7,2,0,0,0,0,0,0,More
Charles N'Zogbia,Aston Villa,Midfielder,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,More
Tammy Abraham,Chelsea,Forward,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,More
Jay Fulton,Swansea City,Midfielder,2,0,0,0,0,0,0,4,2,0,0,0,0,0,0,More
Gary Hooper,Norwich City,Forward,2,0,0,0,0,0,0,4,2,0,0,0,0,0,0,More
Ivan Toney,Newcastle United,Forward,2,0,0,0,0,0,0,5,2,0,0,0,0,0,0,More
Andre Green,Aston Villa,Midfielder,2,0,0,0,0,0,0,3,2,0,0,0,0,0,0,More
Andrej Kramaric,Leicester City,Forward,2,0,0,0,0,0,0,9,2,0,0,0,0,0,0,More
Kelvin Davis,Southampton,Goalkeeper,1,0,0,0,0,0,1,16,0,0,0,0,0,0,0,More
Pedro Chirivella,Liverpool,Midfielder,1,0,0,0,0,0,1,2,0,1,0,0,0,0,0,More
Michel Vorm,Tottenham Hotspur,Goalkeeper,1,0,0,0,0,0,1,37,0,0,0,0,0,0,0,More
Rees Greenwood,Sunderland,Forward,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,More
Tom Robson,Sunderland,Defender,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,More
Kristoffer Nordfeldt,Swansea City,Goalkeeper,1,0,0,0,0,0,1,36,0,0,0,0,0,0,0,More
Jose Angel Crespo,Aston Villa,Defender,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,More
Matt Grimes,Swansea City,Midfielder,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,More
Sebastien Pocognoli,West Bromwich Albion,Defender,1,0,1,0,0,0,0,5,1,0,0,0,0,0,0,More
Bersant Celina,Manchester City,Midfielder,1,0,1,0,0,0,0,3,1,0,0,0,0,0,0,More
Manu Garcia,Manchester City,Midfielder,1,0,0,0,0,0,0,9,1,0,0,0,0,0,0,More
James Weir,Manchester United,Midfielder,1,0,0,0,0,0,0,5,1,0,0,0,0,0,0,More
Jonjoe Kenny,Everton,Defender,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,More
Joao Carlos Teixeira,Liverpool,Midfielder,1,0,0,0,0,0,0,10,1,0,0,0,0,0,0,More
Steve Sidwell,Stoke City,Midfielder,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,More
Adam Matthews,Sunderland,Defender,1,0,0,0,0,0,0,6,1,0,0,0,0,0,0,More
Cristian Gamboa,West Bromwich Albion,Defender,1,0,0,1,0,0,0,6,1,0,0,0,0,0,0,More
Jamie Sterry,Newcastle United,Defender,1,0,0,0,0,0,0,9,1,0,0,0,0,0,0,More
Serge Gnabry,West Bromwich Albion,Midfielder,1,0,0,0,0,0,0,6,1,0,0,0,0,0,0,More
Joseph Dodoo,Leicester City,Midfielder,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,More
Will Keane,Manchester United,Forward,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,More
Sam Field,West Bromwich Albion,Midfielder,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,More
Javier Hernandez,Manchester United,Forward,1,0,0,0,0,0,0,4,1,0,0,0,0,0,0,More
Callum Connolly,Everton,Defender,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,More
